job_id,title,location,department,salary_min,salary_max,currency,salary_unit,first_seen,last_seen,is_active,snapshot_url,description_md
4020159008,"Research Scientist, Interpretability","San Francisco, CA, New York City, NY, Seattle, WA",,280000,625000,USD,annual,20240520,20251105,False,https://web.archive.org/web/20240520072547/https://boards.greenhouse.io/anthropic/jobs/4020159008,
4020295008,"Team Manager, Interpretability (London)","London, UK",,265000,370000,GBP,annual,20240520,20240802,False,https://web.archive.org/web/20240520072419/https://boards.greenhouse.io/anthropic/jobs/4020295008,
4020296008,"Research Scientist, Interpretability (London)","London, UK",,230000,515000,GBP,annual,20240520,20240620,False,https://web.archive.org/web/20240520072453/https://boards.greenhouse.io/anthropic/jobs/4020296008,
4020305008,"Research Engineer, Interpretability","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,625000,USD,annual,20240520,20251104,False,https://web.archive.org/web/20240520072333/https://boards.greenhouse.io/anthropic/jobs/4020305008,
4020307008,"Research Engineer, Interpretability","London, UK",,230000,515000,GBP,annual,20240520,20240802,False,https://web.archive.org/web/20240520072057/https://boards.greenhouse.io/anthropic/jobs/4020307008,
4021723008,"Product Manager, Trust and Safety","San Francisco, CA",,285000,345000,USD,annual,20240520,20240715,False,https://web.archive.org/web/20240520072334/https://boards.greenhouse.io/anthropic/jobs/4021723008,
4024668008,"Risk Manager, Responsible Scaling Team","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,320000,485000,USD,annual,20240520,20240625,False,https://web.archive.org/web/20240520023452/https://boards.greenhouse.io/anthropic/jobs/4024668008,
4035533008,"Generalist, Responsible Scaling Team","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,300000,405000,USD,annual,20240520,20241006,False,https://web.archive.org/web/20240520124651/https://boards.greenhouse.io/anthropic/jobs/4035533008,
4018571008,Product Marketing Manager,"San Francisco, CA, New York City, NY, Seattle, WA",,240000,300000,USD,annual,20240521,20240528,False,https://web.archive.org/web/20240521171819/https://boards.greenhouse.io/anthropic/jobs/4018571008,
4018775008,Partner Marketing Manager,"San Francisco, CA",,240000,300000,USD,annual,20240521,20240521,False,https://web.archive.org/web/20240521171818/https://boards.greenhouse.io/anthropic/jobs/4018775008,
4019847008,"Brand Designer, Web Experience","San Francisco, CA, New York City, NY, Seattle, WA",,170000,300000,USD,annual,20240521,20240805,False,https://web.archive.org/web/20240521171933/https://boards.greenhouse.io/anthropic/jobs/4019847008,
4019927008,Facilities Coordinator,"San Francisco, CA",,160000,160000,USD,annual,20240521,20240521,False,https://web.archive.org/web/20240521171657/https://boards.greenhouse.io/anthropic/jobs/4019927008,
4019938008,Facilities Manager,"San Francisco, CA",,230000,300000,USD,annual,20240521,20240521,False,https://web.archive.org/web/20240521171709/https://boards.greenhouse.io/anthropic/jobs/4019938008,
4020043008,"Software Engineer, Employee Acceleration Tools","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,300000,405000,USD,annual,20240521,20240521,False,https://web.archive.org/web/20240521171908/https://boards.greenhouse.io/anthropic/jobs/4020043008,
4035087008,"Software Engineer, Console","San Francisco, CA, New York City, NY, Seattle, WA",,300000,405000,USD,annual,20240521,20240524,False,https://web.archive.org/web/20240521172014/https://boards.greenhouse.io/anthropic/jobs/4035087008,
4035355008,"Principal Software Engineer, Infrastructure","London, UK",,225000,390000,GBP,annual,20240521,20240802,False,https://web.archive.org/web/20240521172010/https://boards.greenhouse.io/anthropic/jobs/4035355008,
4035737008,"Strategy and Operations, GTM","San Francisco, CA",,200000,270000,USD,annual,20240521,20240714,False,https://web.archive.org/web/20240521171855/https://boards.greenhouse.io/anthropic/jobs/4035737008,
4036595008,Product Strategy and Operations,"San Francisco, CA",,200000,285000,USD,annual,20240521,20241114,False,https://web.archive.org/web/20240521171746/https://boards.greenhouse.io/anthropic/jobs/4036595008,
4026539008,"Technical Program Manager, Engineering","San Francisco, CA, Seattle, WA",,300000,320000,USD,annual,20240522,20240620,False,https://web.archive.org/web/20240522112918/https://boards.greenhouse.io/anthropic/jobs/4026539008,
4030764008,"Research Engineer, Human Computer Interfaces","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,315000,510000,USD,annual,20240522,20240828,False,https://web.archive.org/web/20240522142114/https://boards.greenhouse.io/anthropic/jobs/4030764008,
4033987008,"Software Engineer, Trust & Safety","San Francisco, CA, New York City, NY",,320000,405000,USD,annual,20240522,20240713,False,https://web.archive.org/web/20240522030457/https://boards.greenhouse.io/anthropic/jobs/4033987008,
4020039008,"Research Scientist, Societal Impacts","San Francisco, CA",,280000,510000,USD,annual,20240523,20240523,False,https://web.archive.org/web/20240523225710/https://boards.greenhouse.io/anthropic/jobs/4020039008,
4033823008,"Enterprise Account Executive, Financial Services","New York City, NY",,270000,410000,USD,annual,20240523,20240619,False,https://web.archive.org/web/20240523132157/https://boards.greenhouse.io/anthropic/jobs/4033823008,
4033986008,"Software Engineer, Trust & Safety","London, UK",,265000,370000,GBP,annual,20240523,20251008,False,https://web.archive.org/web/20240523232838/https://boards.greenhouse.io/anthropic/jobs/4033986008,
4035000008,"Safety Cases Manager, Responsible Scaling Team, London","London, UK",,265000,400000,GBP,annual,20240523,20240827,False,https://web.archive.org/web/20240523224133/https://boards.greenhouse.io/anthropic/jobs/4035000008,
4035710008,Analytics Engineer,"San Francisco, CA, New York City, NY, Seattle, WA",,200000,240000,USD,annual,20240523,20240713,False,https://web.archive.org/web/20240523213713/https://boards.greenhouse.io/anthropic/jobs/4035710008,
4020354008,Software Engineer,"San Francisco, CA, New York City, NY, Seattle, WA",,300000,600000,USD,annual,20240524,20250702,False,https://web.archive.org/web/20240524044911/https://boards.greenhouse.io/anthropic/jobs/4020354008,
4020717008,"Software Engineer, London","San Francisco, CA, New York City, NY, Seattle, WA",,245000,495000,GBP,annual,20240524,20250411,False,https://web.archive.org/web/20240524024344/https://boards.greenhouse.io/anthropic/jobs/4020717008,
4034865008,"Sr. Software Engineer, Infrastructure","San Francisco, CA, New York City, NY, Seattle, WA",,280000,485000,USD,annual,20240524,20240917,False,https://web.archive.org/web/20240524004229/https://boards.greenhouse.io/anthropic/jobs/4034865008,
4034866008,"Sr. Software Engineer, Infrastructure","London, UK",,225000,390000,GBP,annual,20240524,20240614,False,https://web.archive.org/web/20240524014413/https://boards.greenhouse.io/anthropic/jobs/4034866008,
4035354008,"Principal Software Engineer, Infrastructure","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,485000,USD,annual,20240524,20240714,False,https://web.archive.org/web/20240524183924/https://boards.greenhouse.io/anthropic/jobs/4035354008,
4035534008,"Generalist, Responsible Scaling Team, London","London, UK",,245000,310000,GBP,annual,20240524,20240802,False,https://web.archive.org/web/20240524081044/https://boards.greenhouse.io/anthropic/jobs/4035534008,
4035722008,Sales Enablement Manager,"San Francisco, CA",,200000,270000,USD,annual,20240524,20240827,False,https://web.archive.org/web/20240524230138/https://boards.greenhouse.io/anthropic/jobs/4035722008,
4024660008,"Research Scientist, RSP Evaluations (Autonomy)","San Francisco, CA, New York City, NY",,315000,510000,USD,annual,20240525,20240714,False,https://web.archive.org/web/20240525155704/https://boards.greenhouse.io/anthropic/jobs/4024660008,
4033917008,"Product Manager, Public Sector Deployments","San Francisco, CA, New York City, NY, Seattle, WA",,300000,375000,USD,annual,20240525,20240827,False,https://web.archive.org/web/20240525170621/https://boards.greenhouse.io/anthropic/jobs/4033917008,
4037727008,Product Support Specialist,"Remote-Friendly (Travel Required), San Francisco, CA",,115000,130000,USD,annual,20240525,20240525,False,https://web.archive.org/web/20240525121404/https://boards.greenhouse.io/anthropic/jobs/4037727008,
4038376008,External Affairs Analyst,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,230000,260000,USD,annual,20240525,20240619,False,https://web.archive.org/web/20240525145133/https://boards.greenhouse.io/anthropic/jobs/4038376008,
4020049008,Senior Revenue Accountant,"San Francisco, CA",,190000,190000,USD,annual,20240526,20240714,False,https://web.archive.org/web/20240526164100/https://boards.greenhouse.io/anthropic/jobs/4020049008,
4032561008,Data Operations Lead,"San Francisco, CA, New York City, NY",,230000,405000,USD,annual,20240526,20240615,False,https://web.archive.org/web/20240526094830/https://boards.greenhouse.io/anthropic/jobs/4032561008,
4034079008,"Machine Learning Engineer, Trust & Safety","San Francisco, CA, New York City, NY, Seattle, WA",,300000,405000,USD,annual,20240526,20240827,False,https://web.archive.org/web/20240526213325/https://boards.greenhouse.io/anthropic/jobs/4034079008,
4039229008,"Technical Program Manager, Tech Enablement","San Francisco, CA, Seattle, WA",,300000,320000,USD,annual,20240526,20240611,False,https://web.archive.org/web/20240526095149/https://boards.greenhouse.io/anthropic/jobs/4039229008,
4040023008,"Software Engineer, Human Feedback Interface","San Francisco, CA, New York City, NY, Seattle, WA",,300000,405000,USD,annual,20240526,20240802,False,https://web.archive.org/web/20240526021925/https://boards.greenhouse.io/anthropic/jobs/4040023008,
4022322008,Head of International Sales,"Dublin, IE",,440000,440000,EUR,annual,20240527,20240714,False,https://web.archive.org/web/20240527233726/https://boards.greenhouse.io/anthropic/jobs/4022322008,
4042638008,Commercial Counsel,"San Francisco, CA",,300000,300000,USD,annual,20240530,20240625,False,https://web.archive.org/web/20240530154406/https://boards.greenhouse.io/anthropic/jobs/4042638008,
4042766008,"Software Engineer, Employee Acceleration Tools","Remote-Friendly (Travel-Required), San Francisco, CA, New York City, NY",,300000,405000,USD,annual,20240530,20250117,False,https://web.archive.org/web/20240530195304/https://boards.greenhouse.io/anthropic/jobs/4042766008,
4042768008,"Software Engineer, Console","Remote-Friendly (Travel-Required), San Francisco, CA, New York City, NY",,300000,405000,USD,annual,20240530,20250902,False,https://web.archive.org/web/20240530130101/https://boards.greenhouse.io/anthropic/jobs/4042768008,
4042295008,"Solutions Architect, Public Sector","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,250000,405000,USD,annual,20240531,20240907,False,https://web.archive.org/web/20240531124017/https://boards.greenhouse.io/anthropic/jobs/4042295008,
4044174008,Insider Risk Forensic Investigator Lead,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,170000,220000,USD,annual,20240531,20240619,False,https://web.archive.org/web/20240531124030/https://boards.greenhouse.io/anthropic/jobs/4044174008,
4044276008,"Software Engineer, Interpretability","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,625000,USD,annual,20240531,20240827,False,https://web.archive.org/web/20240531123953/https://boards.greenhouse.io/anthropic/jobs/4044276008,
4041946008,"Enforcement Lead, Trust & Safety","Remote-Friendly (Travel Required), San Francisco, CA",,280000,300000,USD,annual,20240601,20240802,False,https://web.archive.org/web/20240601123947/https://boards.greenhouse.io/anthropic/jobs/4041946008,
4044455008,Physical Security Technical Lead,"San Francisco, CA",,170000,220000,USD,annual,20240601,20240714,False,https://web.archive.org/web/20240601124019/https://boards.greenhouse.io/anthropic/jobs/4044455008,
4044277008,"Software Engineer, Interpretability, London","London, UK",,230000,515000,GBP,annual,20240602,20240806,False,https://web.archive.org/web/20240602002334/https://boards.greenhouse.io/anthropic/jobs/4044277008,
4017312008,"Research Engineer, Model Evaluations","San Francisco, CA, New York City, NY, Seattle, WA",,315000,510000,USD,annual,20240603,20240827,False,https://web.archive.org/web/20240603192531/https://boards.greenhouse.io/anthropic/jobs/4017312008,
4026526008,Audit and Compliance,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,300000,300000,USD,annual,20240603,20240712,False,https://web.archive.org/web/20240603030101/https://boards.greenhouse.io/anthropic/jobs/4026526008,
4044638008,Campus Security Manager,"San Francisco, CA",,170000,220000,USD,annual,20240604,20240605,False,https://web.archive.org/web/20240604133136/https://boards.greenhouse.io/anthropic/jobs/4044638008,
4017331008,"Research Engineer, Knowledge Bases","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,315000,510000,USD,annual,20240605,20250811,False,https://web.archive.org/web/20240605225251/https://boards.greenhouse.io/anthropic/jobs/4017331008,
4018567008,"Engineering Manager, Developer Productivity","San Francisco, CA, New York City, NY, Seattle, WA",,280000,560000,USD,annual,20240605,20240611,False,https://web.archive.org/web/20240605225153/https://boards.greenhouse.io/anthropic/jobs/4018567008,
4019511008,Resident,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,250000,250000,USD,annual,20240605,20240827,False,https://web.archive.org/web/20240605225151/https://boards.greenhouse.io/anthropic/jobs/4019511008,
4019739008,Research Engineer,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,625000,USD,annual,20240605,20240814,False,https://web.archive.org/web/20240605225323/https://boards.greenhouse.io/anthropic/jobs/4019739008,
4019740008,Research Scientist,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,625000,USD,annual,20240605,20240915,False,https://web.archive.org/web/20240605225319/https://boards.greenhouse.io/anthropic/jobs/4019740008,
4019919008,Application Security Engineer,"San Francisco, CA, New York City, NY, Seattle, WA",,300000,405000,USD,annual,20240605,20240920,False,https://web.archive.org/web/20240605225318/https://boards.greenhouse.io/anthropic/jobs/4019919008,
4020044008,"Technical Program Manager, Trust & Safety","San Francisco, CA, Seattle, WA",,300000,320000,USD,annual,20240605,20240611,False,https://web.archive.org/web/20240605232420/https://boards.greenhouse.io/anthropic/jobs/4020044008,
4020072008,"Product Manager, API","San Francisco, CA, New York City, NY, Seattle, WA",,275000,375000,USD,annual,20240605,20240605,False,https://web.archive.org/web/20240605232421/https://boards.greenhouse.io/anthropic/jobs/4020072008,
4020081008,"Research Engineer / Research Scientist, Finetuning (London)","London, UK",,225000,500000,GBP,annual,20240605,20240713,False,https://web.archive.org/web/20240605225311/https://boards.greenhouse.io/anthropic/jobs/4020081008,
4020082008,Solutions Architect Manager,"San Francisco, CA, New York City, NY",,300000,405000,USD,annual,20240605,20240827,False,https://web.archive.org/web/20240605225348/https://boards.greenhouse.io/anthropic/jobs/4020082008,
4020086008,Administrative Business Partner,"San Francisco, CA",,190000,230000,USD,annual,20240605,20240802,False,https://web.archive.org/web/20240605225249/https://boards.greenhouse.io/anthropic/jobs/4020086008,
4020165008,ML Engineer - Customer Projects,"San Francisco, CA, New York City, NY, Seattle, WA",,250000,405000,USD,annual,20240605,20240802,False,https://web.archive.org/web/20240605225259/https://boards.greenhouse.io/anthropic/jobs/4020165008,
4020297008,"Research Engineer / Scientist, Alignment Science (London)","London, UK",,230000,515000,GBP,annual,20240605,20250326,False,https://web.archive.org/web/20240605225247/https://boards.greenhouse.io/anthropic/jobs/4020297008,
4020350008,Performance Engineer,"San Francisco, CA, New York City, NY, Seattle, WA",,315000,625000,USD,annual,20240605,20260217,True,https://web.archive.org/web/20240605225305/https://boards.greenhouse.io/anthropic/jobs/4020350008,
4020360008,Startup Account Executive,"San Francisco, CA",,150000,180000,USD,annual,20240605,20241103,False,https://web.archive.org/web/20240605225329/https://boards.greenhouse.io/anthropic/jobs/4020360008,
4020362008,"Product Manager, Research","San Francisco, CA, New York City, NY, Seattle, WA",,275000,375000,USD,annual,20240605,20240619,False,https://web.archive.org/web/20240605225251/https://boards.greenhouse.io/anthropic/jobs/4020362008,
4020718008,"Resident, London","London, UK",,205000,205000,GBP,annual,20240605,20240714,False,https://web.archive.org/web/20240605232554/https://boards.greenhouse.io/anthropic/jobs/4020718008,
4021137008,"Research Engineer, Knowledge Bases","London, UK",,280000,485000,USD,annual,20240605,20250314,False,https://web.archive.org/web/20240605225315/https://boards.greenhouse.io/anthropic/jobs/4021137008,
4021682008,"Engineering Manager, Product","New York City, NY",,320000,485000,USD,annual,20240605,20240605,False,https://web.archive.org/web/20240605232417/https://boards.greenhouse.io/anthropic/jobs/4021682008,
4021702008,"Data Science and Analytics, Product","San Francisco, CA, New York City, NY, Seattle, WA",,200000,285000,USD,annual,20240605,20240615,False,https://web.archive.org/web/20240605113812/https://boards.greenhouse.io/anthropic/jobs/4021702008,
4022725008,Head of Corporate Financial Planning & Analysis (FP&A),"San Francisco, CA",,300000,300000,USD,annual,20240605,20240605,False,https://web.archive.org/web/20240605225211/https://boards.greenhouse.io/anthropic/jobs/4022725008,
4023361008,"Research Engineer, Applied Finetuning","San Francisco, CA, New York City, NY, Seattle, WA",,315000,510000,USD,annual,20240605,20240910,False,https://web.archive.org/web/20240605225229/https://boards.greenhouse.io/anthropic/jobs/4023361008,
4023365008,IT Support Engineer,"London, UK",,105000,135000,GBP,annual,20240605,20240605,False,https://web.archive.org/web/20240605225203/https://boards.greenhouse.io/anthropic/jobs/4023365008,
4035635008,"Enterprise Account Executive, Healthcare & Life Sciences","New York City, NY",,270000,410000,USD,annual,20240605,20240619,False,https://web.archive.org/web/20240605225321/https://boards.greenhouse.io/anthropic/jobs/4035635008,
4035785008,Operations Program Manager,"San Francisco, CA",,200000,240000,USD,annual,20240605,20240714,False,https://web.archive.org/web/20240605225306/https://boards.greenhouse.io/anthropic/jobs/4035785008,
4038346008,"Product Policy Manager, Cyber Threats","San Francisco, CA, New York City, NY, Seattle, WA",,200000,240000,USD,annual,20240605,20240802,False,https://web.archive.org/web/20240605232421/https://boards.greenhouse.io/anthropic/jobs/4038346008,
4038353008,"Product Policy Manager, Bio, Chem, and Nuclear Risks","San Francisco, CA, New York City, NY, Seattle, WA",,200000,240000,USD,annual,20240605,20241106,False,https://web.archive.org/web/20240605225221/https://boards.greenhouse.io/anthropic/jobs/4038353008,
4042651008,Corporate Counsel,"San Francisco, CA",,300000,300000,USD,annual,20240605,20240625,False,https://web.archive.org/web/20240605225258/https://boards.greenhouse.io/anthropic/jobs/4042651008,
4042814008,"Software Engineer, Claude.AI","Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,300000,405000,USD,annual,20240605,20250109,False,https://web.archive.org/web/20240605225213/https://boards.greenhouse.io/anthropic/jobs/4042814008,
4043024008,"Product Counsel, Trust & Safety","San Francisco, CA",,300000,300000,USD,annual,20240605,20240625,False,https://web.archive.org/web/20240605225207/https://boards.greenhouse.io/anthropic/jobs/4043024008,
4044582008,"Engineering Manager, Security","San Francisco, CA",,405000,405000,USD,annual,20240605,20240802,False,https://web.archive.org/web/20240605141019/https://boards.greenhouse.io/anthropic/jobs/4044582008,
4046018008,Environment Health & Safety Manager,"San Francisco, CA",,220000,275000,USD,annual,20240607,20240619,False,https://web.archive.org/web/20240607224312/https://boards.greenhouse.io/anthropic/jobs/4046018008,
4020125008,"Team Manager, LLM Training Research","San Francisco, CA",,315000,510000,USD,annual,20240608,20240802,False,https://web.archive.org/web/20240608231318/https://boards.greenhouse.io/anthropic/jobs/4020125008,
4046421008,"Technical Program Manager, Security","San Francisco, CA, Seattle, WA",,300000,320000,USD,annual,20240608,20240715,False,https://web.archive.org/web/20240608205320/https://boards.greenhouse.io/anthropic/jobs/4046421008,
4047648008,People Operations Generalist,"San Francisco, CA",,220000,275000,USD,annual,20240608,20240619,False,https://web.archive.org/web/20240608212126/https://boards.greenhouse.io/anthropic/jobs/4047648008,
4048451008,Live Technical Enablement Lead,"Remote-Friendly (Travel-Required), San Francisco, CA, Seattle, WA, New York City, NY",,280000,320000,USD,annual,20240608,20240608,False,https://web.archive.org/web/20240608211530/https://boards.greenhouse.io/anthropic/jobs/4048451008,
